번호,종목코드,기업명,업종코드,업종,상장주식수(주),자본금(원),액면가(원),통화구분,대표전화,주소,시장구분
1093,228850,레이언스,32701,의료용 기기 제조업,"16,591,014","8,295,507,000",500,원(KRW),031-8015-6277,경기도 화성시 삼성1로1길 14 &nbsp,KOSDAQ
1094,238120,로고스바이오,32703,사진장비 및 광학기기 제조업,"3,594,724","1,797,362,000",500,원(KRW),031-478-4185,"경기도 안양시 동안구 시민대로327번길 28 (관양동) 2층,3층 ",KOSDAQ
1095,215100,로보로보,32809,기타 전기장비 제조업,"17,798,454","1,779,845,400",100,원(KRW),02-909-5050,서울특별시 강북구 도봉로54길 6 로보로보빌딩(미아동),KOSDAQ
1096,90360,로보스타,32902,특수 목적용 기계 제조업,"9,750,000","4,875,000,000",500,원(KRW),031-400-3600,경기도 안산시 상록구  수인로 700 ,KOSDAQ
1097,108490,로보티즈,32902,특수 목적용 기계 제조업,"11,251,000","5,625,500,000",500,원(KRW),070-8671-2600,서울특별시 강서구 마곡중앙5로1길 37 &nbsp,KOSDAQ
1098,900260,로스웰,116409,기타 금융업,"90,781,250","675,265,221",0,중국위안(CNY),,"Unit 402, 4th Floor, Fairmont House, No. 8 Cotton Tree Drive, Admiralty Hong Kong ",KOSDAQ
1099,67730,로지시스,106201,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","9,340,922","4,670,461,000",500,원(KRW),02-2125-6300,서울특별시 마포구 독막로 281 &nbsp,KOSDAQ
1100,71280,로체시스템즈,32801,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","15,296,603","7,648,301,500",500,원(KRW),(031)335-9100,경기도 용인시 처인구  경안천로 364 로체시스템즈(주),KOSDAQ
1101,38060,루멘스,32601,반도체 제조업,"47,276,784","23,638,392,000",500,원(KRW),031-8033-2000,경기도 용인시 기흥구 원고매로 12 ,KOSDAQ
1102,82800,루미마이크로,32601,반도체 제조업,"74,460,326","37,230,163,000",500,원(KRW),031-213-9200,경기도 용인시 처인구 남사면 봉무로 309 ,KOSDAQ
1103,85370,루트로닉,32701,의료용 기기 제조업,"25,267,586","13,121,582,500",500,원(KRW),031-926-7114,경기도 고양시 덕양구 소원로 219 ,KOSDAQ
1104,60240,룽투코리아,105802,소프트웨어 개발 및 공급업,"24,176,133","12,438,066,500",500,원(KRW),02-2640-3530,"서울특별시 금천구  가산디지털1로 137 13층(가산동,IT캐슬 2차)",KOSDAQ
1105,58470,리노공업,32602,전자부품 제조업,"15,242,370","7,621,185,000",500,원(KRW),051-831-3232,부산광역시 강서구 미음산단로105번길 10 ,KOSDAQ
1106,39980,리노스,74704,"섬유, 의복, 신발 및 가죽제품 소매업","37,754,994","18,877,497,000",500,원(KRW),(02)3489-6800,서울특별시 서초구  효령로 317 대한건축사협회  5~6층,KOSDAQ
1107,16100,리더스코스메틱,32004,기타 화학제품 제조업,"18,170,414","9,085,207,000",500,원(KRW),02-3453-8768,서울특별시 광진구 능동로 90 더클래식 500 씨 404호 ,KOSDAQ
1108,197210,리드,32902,특수 목적용 기계 제조업,"14,753,970","7,376,985,000",500,원(KRW),031-8017-3201,경기도 화성시  향남읍 발안공단로4길 118 &nbsp,KOSDAQ
1109,12700,리드코프,74607,기타 전문 도매업,"26,749,230","13,777,741,000",500,원(KRW),02  -2126-5000,서울특별시 영등포구  은행로 25 안원빌딩 6층 ,KOSDAQ
1110,131100,리켐,32001,기초 화학물질 제조업,"22,769,825","2,276,982,500",100,원(KRW),042-825-8630,충청남도 금산군 추부면 금산로 2423-16 리켐(주)- ,KOSDAQ
1111,277070,린드먼아시아,116402,신탁업 및 집합투자업,"13,500,000","6,750,000,000",500,원(KRW),070-7019-4006,"서울특별시 강남구 테헤란로 234, 4층(역삼동, 삼익빌딩) &nbsp",KOSDAQ
1112,42500,링네트,106201,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","14,936,878","7,468,439,000",500,원(KRW),02-6675-1251,"서울특별시 구로구 디지털로33길 27 409호 (구로동, 삼성IT밸리 4층) ",KOSDAQ
1113,219420,링크제니시스,105802,소프트웨어 개발 및 공급업,"10,000,000","1,000,000,000",100,원(KRW),031-422-3581,"경기도 안양시 동안구 시민대로 401, 319호(관양동, 대륭테크노타운15차) &nbsp",KOSDAQ
1114,98120,마이크로컨텍솔,32602,전자부품 제조업,"8,312,766","4,156,383,000",500,원(KRW),041-621-4331,충청남도 천안시 서북구 성거읍 오송2길 15-21 ,KOSDAQ
1115,227950,마이크로텍,32902,특수 목적용 기계 제조업,"19,000,928","1,900,092,800",100,원(KRW),02-3779-3129,경기도 안성시 원곡면 원당로 157 -,KOSDAQ
1116,147760,마이크로프랜드,32702,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외","10,819,866","5,409,933,000",500,원(KRW),02-944-6400,"서울특별시 노원구 공릉로 232, 10층(공릉동, 서울테크노파크) ",KOSDAQ
1117,35480,마제스타,189102,유원지 및 기타 오락관련 서비스업,"45,529,070","22,764,535,000",500,원(KRW),064-730-1100,제주특별자치도 서귀포시 중문관광로72번길 75 (색달동),KOSDAQ
1118,38290,마크로젠,137309,"그외 기타 전문, 과학 및 기술 서비스업","10,605,454","5,302,727,000",500,원(KRW),02-2113-7000,서울특별시 금천구  벚꽃로 254 월드메르디앙1차 ,KOSDAQ
1119,267980,매일유업,31005,낙농제품 및 식용빙과류 제조업,"7,843,638","3,921,819,000",500,원(KRW),02-2117-2113,서울특별시 종로구 종로1길 50 &nbsp,KOSDAQ
1120,5990,매일홀딩스,116409,기타 금융업,"13,718,304","6,859,152,000",500,원(KRW),02-2127-2113,서울시 종로구 종로1길 50 더케이트윈타워A동 ,KOSDAQ
1121,127160,매직마이크로,32602,전자부품 제조업,"58,822,777","5,882,277,700",100,원(KRW),070-8680-3792,경기도 안산시 단원구 신원로133번길 15 . ,KOSDAQ
1122,93520,매커스,74605,기계장비 및 관련 물품 도매업,"16,163,092","8,081,546,000",500,원(KRW),02-3490-9500,서울특별시 강남구 봉은사로44길 73 ,KOSDAQ
1123,141070,맥스로텍,32902,특수 목적용 기계 제조업,"24,866,457","12,433,228,500",500,원(KRW),053-584-6540,대구광역시 달서구 성서로71길 40 - ,KOSDAQ
1124,100590,머큐리,32604,통신 및 방송 장비 제조업,"14,763,600","7,381,800,000",500,원(KRW),032-580-3114,인천광역시 서구 가재울로 90 ,KOSDAQ
1125,67280,멀티캠퍼스,168506,기타 교육기관,"5,926,779","2,963,389,500",500,원(KRW),02-6262-9114,서울특별시 강남구 언주로 508 서울상록회관 17층,KOSDAQ
1126,72870,메가스터디,105801,"서적, 잡지 및 기타 인쇄물 출판업","11,920,959","5,960,479,500",500,원(KRW),02-6350-8400,"서울특별시 마포구 상암산로 3415층(상암동, 디지털큐브) ",KOSDAQ
1127,215200,메가스터디교육,168505,일반 교습 학원,"11,761,880","1,176,188,000",100,원(KRW),02-3489-8200,서울특별시 서초구 효령로 321 덕원빌딩 &nbsp,KOSDAQ
1128,133750,메가엠디,168505,일반 교습 학원,"22,368,593","11,184,296,500",500,원(KRW),02-3489-8346,서울특별시 서초구 효령로 321 ,KOSDAQ
1129,41920,메디아나,32701,의료용 기기 제조업,"8,650,496","4,325,248,000",500,원(KRW),033-742-5400,강원도 원주시 문막읍 동화공단로 132 ,KOSDAQ
1130,86900,메디톡스,32101,기초 의약물질 및 생물학적 제제 제조업,"5,656,535","2,828,267,500",500,원(KRW),043-217-1555,충청북도 청원군  오창읍 각리1길 78 (주)메디톡스,KOSDAQ
1131,78160,메디포스트,32101,기초 의약물질 및 생물학적 제제 제조업,"7,868,421","3,934,210,500",500,원(KRW),02-3465-6677,경기도 성남시 분당구 대왕판교로 644번길21 -,KOSDAQ
1132,65650,메디프론,74605,기계장비 및 관련 물품 도매업,"29,439,113","14,719,556,500",500,원(KRW),02-545-9277,"서울특별시 강서구  양천로 583 1401(염창동, 우림블루나인비즈니스센터에이동)",KOSDAQ
1133,21880,메이슨캐피탈,116409,기타 금융업,"99,184,408","49,592,204,000",500,원(KRW),02-2125-3200,전라북도 전주시 완산구 기린대로 213 대우빌딩 14층 12호 ,KOSDAQ
1134,140410,메지온,137001,자연과학 및 공학 연구개발업,"8,641,708","4,320,854,000",500,원(KRW),02-560-8000,서울특별시 강남구  테헤란로87길 35 씨엔드에치빌딩 3층,KOSDAQ
1135,241770,메카로,32004,기타 화학제품 제조업,"9,991,140","5,245,570,000",500,원(KRW),031-646-4400,경기도 평택시 산단로 103-14 ,KOSDAQ
1136,59210,메타바이오메드,32103,의료용품 및 기타 의약 관련제품 제조업,"23,862,351","11,931,175,500",500,원(KRW),043-218-1981,충청북도 청주시 흥덕구  오송읍 오송생명1로 270 ,KOSDAQ
1137,58110,멕아이씨에스,32701,의료용 기기 제조업,"5,361,500","2,680,750,000",500,원(KRW),070) 7119-2520,경기도 파주시 상지석길 21 ,KOSDAQ
1138,96640,멜파스,32602,전자부품 제조업,"21,257,151","10,628,575,500",500,원(KRW),031-707-2280,경기도 성남시 분당구 판교역로 225-14 ,KOSDAQ
1139,257370,명성티엔에스,32902,특수 목적용 기계 제조업,"6,370,000","3,185,000,000",500,원(KRW),053-582-3577,대구광역시 달서구 성서공단로25길 16 &nbsp,KOSDAQ
1140,149940,모다,32604,통신 및 방송 장비 제조업,"21,160,409","10,580,204,500",500,원(KRW),02-523-7677,서울특별시 강남구 테헤란로 501 브이플렉스 17층 ,KOSDAQ
1141,80420,모다이노칩,74704,"섬유, 의복, 신발 및 가죽제품 소매업","39,860,811","19,930,405,500",500,원(KRW),031-315-7250,경기도 안산시 단원구  동산로27번길 42-7 이노칩테크놀러지(주) ,KOSDAQ
1142,80160,모두투어,147502,여행사 및 기타 여행보조 서비스업,"18,900,000","9,450,000,000",500,원(KRW),02-728-8000,서울특별시 중구  을지로 16 프레지던트호텔 5층 모두투어네트워크,KOSDAQ
1143,100030,모바일리더,105802,소프트웨어 개발 및 공급업,"3,283,714","1,641,857,000",500,원(KRW),02-2051-4151,"서울특별시 강남구 강남대로 330(역삼동, 우덕빌딩 5층) ",KOSDAQ
1144,87260,모바일어플라이언스,105802,소프트웨어 개발 및 공급업,"15,000,000","7,500,000,000",500,원(KRW),031-421-8071,경기도 안양시 동안구 시민대로 401 ,KOSDAQ
1145,101330,모베이스,32604,통신 및 방송 장비 제조업,"23,958,188","11,979,094,000",500,원(KRW),032-529-4200,경기도 화성시 동탄첨단산업1로 73 (영천동) ,KOSDAQ
1146,250060,모비스,106201,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","32,171,314","3,217,131,400",100,원(KRW),02-3771-3423,경기도 성남시 분당구 판교로 253 이노밸리C동 2층 203호,KOSDAQ
1147,33200,모아텍,32602,전자부품 제조업,"14,331,185","7,665,592,500",500,원(KRW),032-810-9000,인천광역시 남동구  인주대로 698 (주)모아텍 ,KOSDAQ
1148,118990,모트렉스,33003,자동차 신품 부품 제조업,"27,250,545","2,725,054,500",100,원(KRW),070-4862-6100,경기도 성남시 분당구 황새울로258번길 25 서영빌딩 12층 ,KOSDAQ
1149,6920,모헨즈,32303,"시멘트, 석회, 플라스터 및 그 제품 제조업","10,920,000","5,460,000,000",500,원(KRW),02  -571 -3011,충남 충남시 풍세면 남관리 195 ,KOSDAQ
1150,1810,무림SP,31701,"펄프, 종이 및 판지 제조업","22,137,500","11,068,750,000",500,원(KRW),02  -3485-1603,서울특별시 강남구  강남대로 656 (신사동) ,KOSDAQ
1151,28040,미래SCI,32309,기타 비금속 광물제품 제조업,"30,812,358","15,406,179,000",500,원(KRW),043-710-0112,충북 청원군 옥산면 남촌리 1108-3 ,KOSDAQ
1152,95500,미래나노텍,32202,플라스틱제품 제조업,"23,289,533","11,644,766,500",500,원(KRW),043-710-1100,충청북도 청원군  옥산면 과학산업1로 16 미래나노텍(주),KOSDAQ
1153,218150,미래생명자원,31008,동물용 사료 및 조제식품 제조업,"18,671,428","1,867,142,800",100,원(KRW),02-2203-7397,"서울특별시 송파구 법원로9길 26 D동 506 ~ 512호(문정동, H business PARK)",KOSDAQ
1154,265480,미래에셋대우스팩1호,116601,금융 지원 서비스업,"4,840,000","484,000,000",100,원(KRW),02-3774-7171,서울특별시 중구 을지로5길 26 미래에셋센터원빌딩 동관 &nbsp,KOSDAQ
1155,310200,미래에셋대우스팩2호,116601,금융 지원 서비스업,"3,050,000","305,000,000",100,원(KRW),02-3774-7117,서울특별시 중구 을지로5길 26 미래에셋센터원 &nbsp,KOSDAQ
1156,239340,미래에셋제5호스팩,116601,금융 지원 서비스업,"4,800,000","480,000,000",100,원(KRW),02-3774-1736,"서울특별시 중구 을지로5길 26, 동관16층 (미래에셋센터원빌딩) &nbsp",KOSDAQ
1157,49950,미래컴퍼니,32902,특수 목적용 기계 제조업,"7,864,540","3,932,270,000",500,원(KRW),(031)350-9801,경기도 화성시  양감면 정문송산로 69-12 ,KOSDAQ
1158,213090,미래테크놀로지,105802,소프트웨어 개발 및 공급업,"6,120,788","3,060,394,000",500,원(KRW),070-8890-1537,서울특별시 구로구 디지털로26길 123 지플러스코오롱디지털타워 907호,KOSDAQ
1159,207760,미스터블루,106309,기타 정보 서비스업,"24,505,004","2,450,500,400",100,원(KRW),02-337-0610,"서울특별시 마포구 월드컵북로6길 18 (동교동, 미스터블루빌딩)",KOSDAQ
1160,59090,미코,32601,반도체 제조업,"31,316,603","15,658,301,500",500,원(KRW),031-670-5800,경기도 안성시 공단로 100 ,KOSDAQ
1161,201490,미투온,105802,소프트웨어 개발 및 공급업,"31,257,770","15,628,885,000",500,원(KRW),02-515-2864,"서울특별시 강남구 학동로31길 12 2층(논현동, 벤쳐캐슬빌딩) ",KOSDAQ
1162,214180,민앤지,106309,기타 정보 서비스업,"11,886,628","5,943,314,000",500,원(KRW),02-929-4463,서울특별시 강남구 테헤란로34길 6 태광타워 13층 ,KOSDAQ
1163,206640,바디텍메드,32103,의료용품 및 기타 의약 관련제품 제조업,"23,418,328","23,418,328,000","1,000",원(KRW),02-2004-4938,강원도 춘천시 동내면 거두단지1길 43 -,KOSDAQ
1164,18700,바른손,105901,"영화, 비디오물, 방송프로그램 제작 및 배급업","16,417,365","16,417,365,000","1,000",원(KRW),02  -596-4411,"경기도 성남시 분당구 판교로 253 201호(삼평동, 이노밸리A동) ",KOSDAQ
1165,35620,바른손이앤에이,105802,소프트웨어 개발 및 공급업,"70,367,278","35,183,639,000",500,원(KRW),070-7609-1404,서울특별시 강남구 봉은사로 509 수당빌딩 4층,KOSDAQ
1166,64520,바른전자,32601,반도체 제조업,"66,419,511","33,209,755,500",500,원(KRW),031-8020-6000,경기도 화성시  동탄면 경기동로 548 ,KOSDAQ
1167,29480,바른테크놀로지,32604,통신 및 방송 장비 제조업,"33,535,285","16,767,642,500",500,원(KRW),02  -3459-0620,"서울특별시 강남구 강남대로 262 18층(도곡동, 캠코양재타워) ",KOSDAQ
1168,53030,바이넥스,32102,의약품 제조업,"31,731,048","15,865,524,000",500,원(KRW),(051)261-6611,부산광역시 사하구 다대로 368-3 ,KOSDAQ
1169,84990,바이로메드,137001,자연과학 및 공학 연구개발업,"15,956,260","7,978,130,000",500,원(KRW),(02)873-8330,서울시 관악구 관악로 599번지 서울대학교 자연과학대학 기초과학연구동(203동) ,KOSDAQ
1170,64550,바이오니아,32103,의료용품 및 기타 의약 관련제품 제조업,"20,624,568","10,312,284,000",500,원(KRW),042-936-8500,대전광역시 대덕구  문평서로 8-11 (주)바이오니아 ,KOSDAQ
1171,208710,바이오로그디바이스,32602,전자부품 제조업,"27,565,606","2,756,560,600",100,원(KRW),031-831-3696,경기도 화성시 동탄면 동탄기흥로 64-10 3층,KOSDAQ
1172,142760,바이오리더스,137001,자연과학 및 공학 연구개발업,"15,960,310","7,980,155,000",500,원(KRW),042-934-7671,"경기도 용인시 수지구 신수로 767 7층 (동천동, 분당수지유타워 지식산업센터) ",KOSDAQ
1173,65940,바이오빌,32001,기초 화학물질 제조업,"43,987,186","21,993,593,000",500,원(KRW),(055)385-1500,경상남도 양산시 두전길 94 ,KOSDAQ
1174,86820,바이오솔루션,32101,기초 의약물질 및 생물학적 제제 제조업,"7,847,126","3,923,563,000",500,원(KRW),02-3446-8884,서울특별시 노원구 공릉로 232. 서울테크노파크 519호 &nbsp,KOSDAQ
1175,38460,바이오스마트,32602,전자부품 제조업,"19,978,940","9,989,470,000",500,원(KRW),02-3218-9000,서울특별시 성동구 광나루로 172- ,KOSDAQ
1176,44480,바이오제네틱스,32201,고무제품 제조업,"10,954,777","5,477,388,500",500,원(KRW),02-2203-3835,충청북도 증평군  증평읍 광장로 473-3 (주)유니더스,KOSDAQ
1177,86040,바이오톡스텍,137001,자연과학 및 공학 연구개발업,"14,564,623","7,282,311,500",500,원(KRW),043-210-7777,충청북도 청주시 청원구 오창읍 연구단지로 53 ,KOSDAQ
1178,32980,바이온,74603,음·식료품 및 담배 도매업,"46,607,494","23,303,747,000",500,원(KRW),02-516-0720,충청북도 청원군  북이면 신대석성로 144 ,KOSDAQ
1179,43150,바텍,32701,의료용 기기 제조업,"14,854,256","7,427,128,000",500,원(KRW),031-679-2000,경기도 화성시  삼성1로2길 13(석우동) ,KOSDAQ
1180,267790,배럴,31401,봉제의복 제조업,"7,761,300","3,880,650,000",500,원(KRW),02-335-3176,"서울특별시 강남구 논현로 709, 4층(논현동, 로얄빌딩) ",KOSDAQ
1181,46310,백금T&A,32604,통신 및 방송 장비 제조업,"15,212,256","7,606,128,000",500,원(KRW),031-488-7900,"경기도 군포시 엘에스로 153-18(산본동) L&C타워 4,5,6층 ",KOSDAQ
1182,36620,버추얼텍,74607,기타 전문 도매업,"39,456,342","19,728,171,000",500,원(KRW),02  -333 -3012,서울특별시 서초구 사평대로 68 서울시 서초구 사평대로68 에스타워 4층 ,KOSDAQ
1183,66410,버킷스튜디오,105901,"영화, 비디오물, 방송프로그램 제작 및 배급업","13,447,181","6,723,590,500",500,원(KRW),(02)3452-5079,서울특별시 강남구  논현로75길 10 영창빌딩 5층,KOSDAQ
1184,177350,베셀,32902,특수 목적용 기계 제조업,"11,192,368","5,596,184,000",500,원(KRW),031-683-3953,경기도 수원시 권선구 산업로155번길 281 -,KOSDAQ
1185,299910,베스파,105802,소프트웨어 개발 및 공급업,"7,986,521","3,993,260,500",500,원(KRW),02-6954-0889,"서울특별시 강남구 테헤란로83길 15, 제이엠빌딩 9층 &nbsp",KOSDAQ
1186,225530,보광산업,20702,기타 비금속광물 광업,"35,290,416","17,645,208,000",500,원(KRW),053-384-0881,대구광역시 북구 유통단지로3길 40 &nbsp,KOSDAQ
1187,250000,보라티알,74603,음·식료품 및 담배 도매업,"6,750,733","3,375,366,500",500,원(KRW),02-538-3373,"서울특별시 강남구 학동로 506, 4층 (삼성동, 보라빌딩) &nbsp",KOSDAQ
1188,14100,보령메디앙스,32004,기타 화학제품 제조업,"11,800,000","5,900,000,000",500,원(KRW),02  -708 -8365,서울특별시 종로구  창경궁로 136 보령빌딩 ,KOSDAQ
1189,6910,보성파워텍,32501,"구조용 금속제품, 탱크 및 증기발생기 제조업","45,854,719","22,927,359,500",500,원(KRW),031 -491 -0311,충청북도 충주시 주덕읍 대창길 70 -,KOSDAQ
1190,226340,본느,32004,기타 화학제품 제조업,"29,097,696","2,909,769,600",100,원(KRW),02-3787-2429,서울특별시 송파구 송파대로22길 5-15 -,KOSDAQ
1191,14470,부방,116409,기타 금융업,"47,293,490","23,646,745,000",500,원(KRW),02-2008-7272,서울특별시 강남구  삼성로 528 부방빌딩 ,KOSDAQ
1192,8470,부스타,32501,"구조용 금속제품, 탱크 및 증기발생기 제조업","8,404,800","4,202,400,000",500,원(KRW),043-536-9107,충청북도 진천군  이월면 고등2길 18 (주)부스타보일러 ,KOSDAQ
1193,100120,뷰웍스,32701,의료용 기기 제조업,"10,001,865","5,000,932,500",500,원(KRW),070-7011-6190,경기도 안양시 동안구 부림로 17041-3 ,KOSDAQ
1194,66980,브레인콘텐츠,106309,기타 정보 서비스업,"158,418,281","79,209,140,500",500,원(KRW),02-2017-7933,서울특별시 강남구 테헤란로 325 어반벤치빌딩 12층,KOSDAQ
1195,64480,브리지텍,105802,소프트웨어 개발 및 공급업,"11,952,500","6,176,250,000",500,원(KRW),02-3430-4114,"서울특별시 영등포구 국제금융로2길 32 여의도파이낸스타워 17,18층 ",KOSDAQ
1196,251630,브이원텍,32902,특수 목적용 기계 제조업,"7,516,090","3,758,045,000",500,원(KRW),031-607-5540,"경기도 성남시 분당구 대왕판교로 660, A-710 (삼평동, 유스페이스1) &nbsp",KOSDAQ
1197,33560,블루콤,32605,영상 및 음향기기 제조업,"18,088,047","9,600,000,000",500,원(KRW),032-810-0500,인천광역시 연수구  벤처로 116 (주)블루콤 ,KOSDAQ
1198,121800,비덴트,32604,통신 및 방송 장비 제조업,"27,873,523","13,936,761,500",500,원(KRW),070-8668-6611,"서울특별시 금천구  가산디지털1로 84 (가산동, 에이스하이엔드 8차 12층)",KOSDAQ
1199,148140,비디아이,32901,일반 목적용 기계 제조업,"7,920,750","3,960,375,000",500,원(KRW),02-2082-8890,경기도 화성시 팔탄면 서해로 1155 &nbsp,KOSDAQ
1200,200780,비씨월드제약,32102,의약품 제조업,"8,008,318","1,601,663,600",200,원(KRW),031-881-6800,경기도 여주시 가남읍 여주남로 872-23 ,KOSDAQ
1201,141000,비아트론,32902,특수 목적용 기계 제조업,"12,114,710","6,057,355,000",500,원(KRW),070-4016-3200,경기도 수원시 권선구 산업로155번길 139 (고색동),KOSDAQ
1202,90460,비에이치,32602,전자부품 제조업,"31,379,776","15,689,888,000",500,원(KRW),032-510-2000,인천광역시 부평구  평천로199번길 25 ,KOSDAQ
1203,83650,비에이치아이,32901,일반 목적용 기계 제조업,"26,000,000","13,000,000,000",500,원(KRW),055-585-3800,경상남도 함안군  군북면 장백로 122 ,KOSDAQ
1204,86670,비엠티,32901,일반 목적용 기계 제조업,"8,146,529","4,073,264,500",500,원(KRW),055-783-1000,경상남도 양산시  산막공단남11길 35 (주)BMT ,KOSDAQ
1205,138580,비즈니스온,105802,소프트웨어 개발 및 공급업,"9,544,940","4,772,470,000",500,원(KRW),02-559-0800,서울특별시 성동구 광나루로 172 3층 ,KOSDAQ
1206,82920,비츠로셀,32802,일차전지 및 축전지 제조업,"21,539,152","10,769,576,000",500,원(KRW),041-330-0236,충청남도 당진시 합덕읍 인더스파크로 70 - ,KOSDAQ
1207,54220,비츠로시스,32801,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","51,844,591","25,922,295,500",500,원(KRW),(02)460-2000,서울특별시 성동구  성덕정길 151 (주)비츠로시스 ,KOSDAQ
1208,42370,비츠로테크,116409,기타 금융업,"22,353,873","11,176,936,500",500,원(KRW),02  -4602-021,경기도 안산시 단원구  별망로 327 비츠로테크,KOSDAQ
1209,32850,비트컴퓨터,105802,소프트웨어 개발 및 공급업,"16,623,293","8,311,646,500",500,원(KRW),02  -3486-1234,서울특별시 서초구 서초대로74길 33 ,KOSDAQ
1210,238200,비피도,31007,기타 식품 제조업,"4,090,000","2,045,000,000",500,원(KRW),033-435-4962,강원도 홍천군 홍천읍 농공단지길 23-16 ,KOSDAQ
1211,93190,빅솔론,32603,컴퓨터 및 주변장치 제조업,"19,238,905","9,619,452,500",500,원(KRW),031-218-5500,"경기도 성남시 분당구  판교역로241번길 20 삼평동, 미래에셋벤처타워 7층,8층",KOSDAQ
1212,65450,빅텍,32702,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외","24,500,000","4,900,000,000",200,원(KRW),(031)631-7301,경기도 이천시  마장면 덕이로 180-31 ,KOSDAQ
1213,72950,빛샘전자,32602,전자부품 제조업,"6,000,000","3,000,000,000",500,원(KRW),031-288 -3420,경기도 용인시 기흥구  언동로 53-11 빛샘전자 (청덕동),KOSDAQ
1214,143240,사람인에이치알,106301,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업","11,634,263","5,817,131,500",500,원(KRW),02-2025-4733,서울특별시 구로구  디지털로34길 43 코오롱싸이언스밸리1차 201호,KOSDAQ
1215,100090,삼강엠앤티,32401,1차 철강 제조업,"26,603,383","13,301,691,500",500,원(KRW),055-391-7020,경상남도 고성군 동해면 내산리 159-13 ,KOSDAQ
1216,122350,삼기오토모티브,33003,자동차 신품 부품 제조업,"30,827,256","3,082,725,600",100,원(KRW),031-680-0826,경기도 평택시 포승읍 도곡리 1217 ,KOSDAQ
1217,14970,삼륭물산,31702,"골판지, 종이 상자 및 종이용기 제조업","15,125,000","7,562,500,000",500,원(KRW),032-321-0091,경기도 파주시 월롱면 통일로644번길 35 ,KOSDAQ
1218,18310,삼목에스폼,32501,"구조용 금속제품, 탱크 및 증기발생기 제조업","14,700,000","7,350,000,000",500,원(KRW),02  -561 -0941,경기도 안성시  미양면 안성맞춤대로 474-40 ,KOSDAQ
1219,53700,삼보모터스,33003,자동차 신품 부품 제조업,"15,776,155","7,888,077,500",500,원(KRW),053-582-9230,대구광역시 달서구  성서동로 142 ,KOSDAQ
1220,9620,삼보산업,32402,1차 비철금속 제조업,"4,125,000","2,062,500,000",500,원(KRW),055 -552-7130 -,경상남도 창원시 진해구  남의로21번길 36 ,KOSDAQ
1221,23600,삼보판지,31701,"펄프, 종이 및 판지 제조업","14,700,000","7,350,000,000",500,원(KRW),031-319-6523,경기도 시흥시 공단1대로28번길 120 (정왕동) ,KOSDAQ
1222,111870,삼본정밀전자,32605,영상 및 음향기기 제조업,"51,372,000","25,686,000,000",500,원(KRW),032-683-7300,경기도 부천시 오정구  삼작로107번길 52 ,KOSDAQ
1223,309930,삼성머스트스팩3호,116601,금융 지원 서비스업,"4,590,000","459,000,000",100,원(KRW),02-2020-7637,서울특별시 서초구 서초대로74길 11 ,KOSDAQ
1224,291230,삼성스팩2호,116601,금융 지원 서비스업,"7,550,000","755,000,000",100,원(KRW),02-2020-7562,서울특별시 서초구 서초대로74길 11 ,KOSDAQ
1225,9300,삼아제약,32102,의약품 제조업,"6,370,000","6,370,000,000","1,000",원(KRW),02-2056-7200,강원도 원주시 문막읍 동화공단로 49 ,KOSDAQ
1226,225190,삼양옵틱스,32703,사진장비 및 광학기기 제조업,"10,038,600","5,019,300,000",500,원(KRW),055-250-5600,경상남도 창원시 마산회원구 자유무역6길 123 ,KOSDAQ
1227,54540,삼영엠텍,32501,"구조용 금속제품, 탱크 및 증기발생기 제조업","13,000,000","6,772,413,500",500,원(KRW),(055)589-7000,경상남도 함안군 칠서면 삼칠로 631-35 ,KOSDAQ
1228,65570,삼영이엔씨,32604,통신 및 방송 장비 제조업,"8,800,000","4,400,000,000",500,원(KRW),(051)601-6666,부산광역시 영도구  상리로 69 ,KOSDAQ
1229,82660,삼우엠스,32604,통신 및 방송 장비 제조업,"42,097,104","21,048,552,000",500,원(KRW),031-622-7520,대구광역시 달서구 성서공단북로 77-20 크루셜엠스(주),KOSDAQ
1230,73640,삼원테크,32509,기타 금속 가공제품 제조업,"52,181,840","5,218,184,000",100,원(KRW),055-213-7000,경남 창원시 성주동 30-5번지 ,KOSDAQ
1231,32280,삼일,84903,도로 화물 운송업,"16,213,590","16,213,590,000","1,000",원(KRW),054 -289 -1061,경상북도 포항시 남구 대송면 송덕로 125-15(옥명리) ,KOSDAQ
1232,2290,삼일기업공사,64101,건물 건설업,"12,400,000","6,200,000,000",500,원(KRW),02  -564 -3131,서울특별시 강남구  언주로 329 ,KOSDAQ
1233,37460,삼지전자,32604,통신 및 방송 장비 제조업,"16,318,522","8,309,261,000",500,원(KRW),02-850-8031,경기도 화성시 금곡로 63-27 삼지전자,KOSDAQ
